,insurance,make,model,mot,service_history,title,price,num_owners_from_new_text,reg,car_type,miles,eng,bhp,gears,fuel,extra_detail,seller_type,distance,seller_town,link
52,,Ford,Fiesta,,,Ford Fiesta 1.4 ZETEC CLIMATE 16V 5d 80 BHP 12 MONTH AA BREAKDOWN …,1499.0,12 MONTH AA BREAKDOWN COVER,2006 (06 reg),Hatchback,73000.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 44 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201907190262428?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
53,,Toyota,Yaris,,,Toyota Yaris 1.4 L ZINC D-4D 5d 89 BHP 12 MONTH AA WARRANTY INCLUDED,2990.0,******* SPECIAL OFFER ********,2007 (07 reg),Hatchback,47000.0,1.4L,88bhp,Manual,Diesel,,"
Trade seller - See all 44 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201907019601273?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
54,,SKODA,Octavia,,,SKODA Octavia 1.4 SE TSI DSG 5d AUTO 121 BHP 12 MONTH AA WARRANTY …,3990.0,******* SPECIAL OFFER ********,2010 (60 reg),Hatchback,80000.0,1.4L,122bhp,Automatic,Petrol,,"
Trade seller - See all 44 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201907190262423?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
55,,Ford,Fiesta,,service history,Ford Fiesta 1.4 Zetec Climate 5dr,1995.0,Full service history!,2007 (57 reg),Hatchback,80000.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 7 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201906219261092?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
56,,Hyundai,Getz,,,Hyundai Getz 1.4 CDX 5dr,1695.0,"1 owner ,very low miles ",2006 (56 reg),Hatchback,13000.0,1.4L,95bhp,Manual,Petrol,,"
Trade seller
    ","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201907270515163?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
57,,Vauxhall,Corsa,mot,,Vauxhall Corsa 1.4 i 16v SRi 5dr (a/c),2688.0,FSH+12MONTH MOT+WARRANTY ,2011 (60 reg),Hatchback,80500.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 84 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201905137890186?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
58,,Peugeot,208,,,Peugeot 208 1.4 HDi FAP Active 3dr,3499.0,£0 ROAD TAX-AIR CON-BLUETOOTH,2012 (62 reg),Hatchback,60700.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907240394687?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
59,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,5dr-AUTOMATIC-45K-CRUISE,2011 (11 reg),Hatchback,45000.0,1.4L,99bhp,Automatic,Petrol,,"
Trade seller - See all 65 cars
","
cramlington - 
8 miles away
                ",cramlington,/classified/advert/201907220340137?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
60,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,5dr-AUTOMATIC-45K-CRUISE,2011 (11 reg),Hatchback,45000.0,1.4L,99bhp,Automatic,Petrol,,"
Trade seller - See all 65 cars
","
cramlington - 
8 miles away
                ",cramlington,/classified/advert/201907220340137?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
61,,SEAT,Ibiza,mot,,SEAT Ibiza 1.4 16v SE Copa 5dr,2950.0,12MONTH MOT+1 OWNER+WARRANTY ,2012 (61 reg),Hatchback,98500.0,1.4L,84bhp,Manual,Petrol,,"
Trade seller - See all 84 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201906289524977?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
62,,Vauxhall,Adam,mot,,Vauxhall Adam 1.4 VVT 16v JAM Hatchback 3dr,3650.0,12MONTH MOT+WARRANTY+FINANCE ,2013 (13 reg),Hatchback,89000.0,1.4L,86bhp,Manual,Petrol,,"
Trade seller - See all 84 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201905137899497?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
63,,Peugeot,207,mot,,Peugeot 207 1.4 16v S 3dr,695.0,Feb 2020 mot,2006 (56 reg),Hatchback,103400.0,1.4L,90bhp,Manual,Petrol,,"
Trade seller - See all 2 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201907200293849?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
64,,Vauxhall,Astra,,,Vauxhall Astra 1.4 CLUB 16V TWINPORT 5d 90 BHP **UNWANTED PART …,1000.0,**PRICED FOR QUICK SALE**,2004 (04 reg),Hatchback,95000.0,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 129 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201905248297408?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
65,,Peugeot,307,,,Peugeot 307 1.4 16v X-Line 5dr,1985.0,Only 50780 Miles from new ,2007 (07 reg),Hatchback,50780.0,1.4L,90bhp,Manual,Petrol,,"
Trade seller - See all 29 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201905087725021?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
66,,Ford,Fiesta,,,Ford Fiesta 1.4 Ghia 5dr,2399.0,,2007 (57 reg),Hatchback,44000.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 25 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201907130051278?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
67,,Volkswagen,Polo,,,Volkswagen Polo 1.4 SE 5dr,3385.0,ONLY 52857 MILES FROM NEW,2009 (09 reg),Hatchback,52857.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 29 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201905318512789?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
68,,Volkswagen,Polo,,,Volkswagen Polo 1.4 Match 5dr,3499.0,,2008 (58 reg),Hatchback,70483.0,1.4L,79bhp,Automatic,Petrol,,"
Trade seller - See all 25 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201906018548021?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
69,,Ford,Fiesta,,,Ford Fiesta 1.4 TDCi Zetec 3dr,2495.0,"EXCELLENT CONDITION,£20 TAX",2009 (09 reg),Hatchback,98000.0,1.4L,67bhp,Manual,Diesel,,"
Trade seller - See all 21 cars
","
blaydon-on-tyne - 
3 miles away
                ",blaydon-on-tyne,/classified/advert/201906078771407?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
70,,SEAT,Ibiza,,,SEAT Ibiza 1.4 16v Sport SportCoupe 3dr,2495.0,EXCELLENT CONDITION,2009 (59 reg),Hatchback,97000.0,1.4L,84bhp,Manual,Petrol,,"
Trade seller - See all 21 cars
","
blaydon-on-tyne - 
3 miles away
                ",blaydon-on-tyne,/classified/advert/201905308486868?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
71,,Vauxhall,Meriva,,,Vauxhall Meriva 1.4 i 16v Exclusiv 5dr (a/c),3499.0,AIR CON-CRUISE,2010 (60 reg),MPV,25000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907240397164?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
72,,KIA,Venga,,,KIA Venga 1.4 CRDi 2 5dr,4800.0,Reversing Aid & Hill Assist,2013 (63 reg),Hatchback,45351.0,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 214 cars
","
kirkcaldy - 
100 miles away
                ",kirkcaldy,/classified/advert/201907220341635?price-to=4000&postcode=ne46an&advertising-location=at_cars&sort=distance&minimum-badge-engine-size=1.4&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=6
73,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 Active 3Dr [ac],3991.0,MEGA USED CAR EVENT! ,2012 (12 reg),Hatchback,65948.0,1.4L,99bhp,Manual,Petrol,Franchise,"
Trade seller - See all 50 cars
","
bristol - 
246 miles away
                ",bristol,/classified/advert/201906259377416?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
74,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 i 16v SE 5dr (a/c),3495.0,EXCELLENT CONDITION,2012 (12 reg),Hatchback,65000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 21 cars
","
blaydon-on-tyne - 
3 miles away
                ",blaydon-on-tyne,/classified/advert/201907150084012?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
75,,Peugeot,208,,,Peugeot 208 1.4 VTi Active 3dr,3795.0,ONLY 2 OWNERS  WITH FSH,2012 (62 reg),Hatchback,60000.0,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 21 cars
","
blaydon-on-tyne - 
3 miles away
                ",blaydon-on-tyne,/classified/advert/201904277377066?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
76,,Nissan,Note,,,Nissan Note 1.4 16v n-tec+ 5dr,3995.0,"62000 MLS,EXCELLENT CONDITION",2013 (13 reg),Hatchback,62000.0,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 21 cars
","
blaydon-on-tyne - 
3 miles away
                ",blaydon-on-tyne,/classified/advert/201907230368602?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
77,,Peugeot,207,,,Peugeot 207 1.4 Active 5dr,2500.0,Excellent Condition,2012 (12 reg),Hatchback,55000.0,1.4L,75bhp,Manual,Petrol,,"
Private seller
    ","
blaydon-on-tyne - 
3 miles away
                ",blaydon-on-tyne,/classified/advert/201907099874869?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
78,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 i 16v SE 5dr (a/c),2999.0,,2011 (11 reg),Hatchback,60000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller
    ","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201905218203863?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
79,,Nissan,Note,mot,,Nissan Note 1.4 16v SE 5dr,1699.0,12 MONTHS MOT.  VERY CLEAN. ,2006 (06 reg),Hatchback,84000.0,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 22 cars
","
blaydon-on-tyne - 
4 miles away
                ",blaydon-on-tyne,/classified/advert/201905248309271?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
80,,Ford,Fusion,mot,,Ford Fusion 1.4 Zetec 5dr,2500.0,12 MONTHS MOT. LOW MILEAGE. ,2009 (59 reg),Hatchback,65000.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 22 cars
","
blaydon-on-tyne - 
4 miles away
                ",blaydon-on-tyne,/classified/advert/201907059756897?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
81,,Citroen,Nemo,mot,,Citroen Nemo Multispace 1.4 HDi 8v SensoDrive 5dr,3299.0,£30 TAX. 12 MONTHS MOT. 60 MPG,2010 (10 reg),MPV,52000.0,1.4L,70bhp,Automatic,Diesel,,"
Trade seller - See all 22 cars
","
blaydon-on-tyne - 
4 miles away
                ",blaydon-on-tyne,/classified/advert/201907170156127?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
82,,Ford,Fiesta,,,Ford Fiesta 1.4 Zetec 3dr,2200.0,,2010 (10 reg),Hatchback,105000.0,1.4L,94bhp,Manual,Petrol,,"
Trade seller
    ","
newcastle upon tyne - 
4 miles away
                ",newcastle upon tyne,/classified/advert/201907220327184?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
83,,Peugeot,208,,,Peugeot 208 1.4 HDi FAP Active 3dr,3499.0,£0 ROAD TAX-AIR CON-BLUETOOTH,2012 (62 reg),Hatchback,60700.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907240394687?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
84,,Citroen,C3,,,Citroen C3 HDI 5DR 1.4cc***Low Mileage With Bluetooth …,4000.0,ONE OWNER FROM NEW,2013 (63 reg),Hatchback,41880.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 83 cars
","
wilmslow - 
117 miles away
                ",wilmslow,/classified/advert/201907160135218?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=7
85,,Hyundai,i20,,,Hyundai i20 1.4 CRDi Style 5dr,2799.0,Low Tax - 2 Keys-pristine,2009 (59 reg),Hatchback,75000.0,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907240399536?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&advertising-location=at_cars&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=8
86,,Volkswagen,Polo,,,Volkswagen Polo 1.4 SE 3d 85 BHP ***MOT+SERVICE+AA COVER+WARRANTY***,3695.0,?BUY WITH CONFIDENCE AND EASE?,2010 (10 reg),Hatchback,91228.0,1.4L,85bhp,Manual,Petrol,,"
Trade seller - See all 68 cars
","
hebburn - 
4 miles away
                ",hebburn,/classified/advert/201907210303416?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&advertising-location=at_cars&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=8
87,,Ford,Fiesta,mot,,Ford Fiesta 1.4 FREEDOM 16V 5 DOOR ** ONLY 1 OWNER **,1695.0,FULL MOT - RAC WARRANTY,2006 (56 reg),Hatchback,89000.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 35 cars
","
gateshead - 
4 miles away
                ",gateshead,/classified/advert/201907119944505?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&advertising-location=at_cars&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=8
88,,Nissan,Note,,,Nissan Note 1.4 ** RAC PARTS & LABOUR WARRANTY ** 5dr,2495.0,,2008 (08 reg),Hatchback,79000.0,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 35 cars
","
gateshead - 
4 miles away
                ",gateshead,/classified/advert/201901103796445?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&advertising-location=at_cars&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=8
89,,Fiat,500,,,Fiat 500 1.4 LOUNGE 3d RAC WARRANTY,2995.0,SERVICE - RAC WARRANTY,2008 (08 reg),Hatchback,79000.0,1.4L,100bhp,Manual,Petrol,,"
Trade seller - See all 35 cars
","
gateshead - 
4 miles away
                ",gateshead,/classified/advert/201904026513915?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&advertising-location=at_cars&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=8
